RowNo,Month,DayofMonth,DayOfWeek,DepTime,ShDepTime,ArrTime,ShArrTime,UniqueCarrierCode,FlightNum,TailNum,ActualElapsedTime,ShElapsedTime,AirTime,ArrDelay,DepDelay,OriginCode,DestCode,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
11802,2,13,3,637,640,738,800,WN,1862,N601WN,121,140,105,-22,-3,SLC,SEA,689,5,11,0,,0,,,,,
11803,6,14,6,735,555,959,820,OH,5689,N403CA,144,145,121,99,100,MHT,CVG,741,1,22,0,,0,99,0,0,0,0
11804,8,6,3,641,645,800,803,XE,2022,N14508,79,78,53,-3,-4,IAD,CLE,288,7,19,0,,0,,,,,
11805,1,22,2,2235,2145,2350,2305,XE,7752,N13908,75,80,53,45,50,LAX,SJC,308,3,19,0,,0,45,0,0,0,0
11806,6,6,5,1408,1410,1853,1830,AA,1540,N293AA,165,140,111,23,-2,TUS,DFW,813,34,20,0,,0,0,0,23,0,0
11807,3,27,4,2232,2210,644,639,UA,180,N455UA,312,329,284,5,22,SFO,BOS,2704,5,23,0,,0,,,,,
11808,9,3,3,,935,,1136,US,1239,,,181,,,,PHL,MSY,1088,,,1,B,0,,,,,
11809,9,30,2,1247,1250,1249,1310,WN,16,N467WN,122,140,106,-21,-3,LBB,LAS,775,6,10,0,,0,,,,,
11810,10,13,1,1415,1417,1505,1506,OO,5905,N760SK,110,109,92,-1,-2,DSM,DEN,589,5,13,0,,0,,,,,
11811,3,26,3,822,830,1025,1037,EV,4554,N973EV,63,67,38,-12,-8,BNA,ATL,214,8,17,0,,0,,,,,
11812,1,8,2,615,620,716,722,MQ,3063,N253AE,61,62,30,-6,-5,LAX,SAN,109,10,21,0,,0,,,,,
11813,1,23,3,855,855,1007,1010,WN,32,N514SW,72,75,59,-3,0,PVD,PHL,238,3,10,0,,0,,,,,
11814,8,7,4,,615,,713,AS,47,N756AS,,58,,,,ANC,ADQ,252,,,1,A,0,,,,,
11815,11,2,7,1546,1550,1815,1827,US,711,N702UW,149,157,134,-12,-4,PHL,TPA,920,4,11,0,,0,,,,,
11816,12,12,5,858,900,1132,1150,WN,2902,N305SW,154,170,136,-18,-2,PHL,MCO,861,6,12,0,,0,,,,,
11817,6,20,5,805,815,1029,1046,AS,602,N306AS,144,151,116,-17,-10,SEA,LAS,866,11,17,0,,0,,,,,
11818,2,13,3,2019,1920,2305,2150,AA,1261,N3BXAA,166,150,144,75,59,DCA,MIA,920,5,17,0,,0,12,0,16,0,47
11819,4,1,2,2029,1800,115,2310,AA,804,N5DFAA,166,190,152,125,149,PHX,ORD,1440,5,9,0,,0,0,0,0,0,125
11820,12,31,3,710,700,1239,1230,US,950,N703UW,209,210,182,9,10,DEN,PHL,1557,9,18,0,,0,,,,,
11821,2,19,2,815,820,935,945,WN,3595,N513SW,80,85,66,-10,-5,SFO,SAN,447,2,12,0,,0,,,,,
11822,4,29,2,809,805,900,910,MQ,4670,N846AE,51,65,37,-10,4,RDU,DCA,227,3,11,0,,0,,,,,
11823,5,23,5,833,825,1337,1345,WN,2808,N420WN,184,200,168,-8,8,PHX,MDW,1444,4,12,0,,0,,,,,
11824,11,19,3,641,645,1124,1135,WN,140,N492WN,163,170,143,-11,-4,LAS,MCI,1140,5,15,0,,0,,,,,
11825,2,13,3,1703,1700,1800,1810,9E,2804,84449E,57,70,34,-10,3,MSP,CID,221,2,21,0,,0,,,,,
11826,7,5,6,644,645,1040,1045,WN,1176,N725SW,176,180,159,-5,-1,SLC,MDW,1258,5,12,0,,0,,,,,
11827,7,15,2,625,635,750,754,XE,3156,N16954,85,79,55,-4,-10,MHT,EWR,209,7,23,0,,0,,,,,
11828,11,1,6,1759,1430,2048,1744,DL,98,N907DL,169,194,136,184,209,FLL,JFK,1069,20,13,0,,0,184,0,0,0,0
11829,5,24,6,949,940,1202,1140,US,1616,N949UW,133,120,82,22,9,CLT,EWR,529,5,46,0,,0,9,0,13,0,0
11830,6,6,5,1817,1600,2143,1825,AA,2360,N458AA,206,145,107,198,137,DFW,ORD,802,7,92,0,,0,0,0,198,0,0
11831,4,1,2,,1935,,2059,9E,5722,,,84,,,,MEM,PNS,355,,,1,A,0,,,,,
11832,7,7,1,1625,1630,1708,1720,MQ,3092,N253AE,43,50,30,-12,-5,SAN,LAX,109,8,5,0,,0,,,,,
11833,8,10,7,910,916,1255,1259,NW,512,N358NB,165,163,125,-4,-6,MSP,LGA,1020,21,19,0,,0,,,,,
11834,10,8,3,702,702,825,827,OO,5515,N290SW,83,85,66,-2,0,LAX,MRY,267,3,14,0,,0,,,,,
11835,3,22,6,1420,1425,1754,1820,WN,2827,N686SW,154,175,137,-26,-5,OKC,BWI,1180,11,6,0,,0,,,,,
11836,6,3,2,2242,2245,2344,2342,DL,1698,N975DL,62,57,34,2,-3,ATL,SAV,215,6,22,0,,0,,,,,
11837,1,3,4,1442,1420,1610,1545,WN,3501,N732SW,88,85,69,25,22,SNA,SMF,404,5,14,0,,0,0,0,3,0,22
11838,5,8,4,816,820,1003,1024,FL,558,N987AT,107,124,89,-21,-4,ATL,BUF,712,4,14,0,,0,,,,,
11839,11,2,7,706,710,936,1000,DL,1483,N963DL,150,170,130,-24,-4,LGA,MCO,950,6,14,0,,0,,,,,
11840,10,31,5,1647,1652,1821,1830,XE,2560,N13965,94,98,66,-9,-5,MAF,IAH,429,21,7,0,,0,,,,,
11841,2,27,3,2311,2310,525,539,US,258,N819AW,254,269,239,-14,1,PHX,PHL,2075,4,11,0,,0,,,,,
11842,6,13,5,951,1000,1445,1515,AA,2440,N545AA,174,195,153,-30,-9,LAX,DFW,1235,13,8,0,,0,,,,,
11843,4,2,3,1722,1640,1951,1905,AA,557,N324AA,269,265,250,46,42,ORD,LAX,1745,9,10,0,,0,42,0,4,0,0
11844,8,9,6,743,745,926,907,US,506,N673AW,283,262,235,19,-2,TPA,PHX,1788,28,20,0,,0,0,0,19,0,0
11845,9,22,1,1455,1500,1820,1840,AA,1548,N557AA,145,160,130,-20,-5,ORD,MCO,1005,6,9,0,,0,,,,,
11846,1,24,4,943,710,1104,830,YV,7187,N650ML,141,140,103,154,153,CAE,ORD,666,11,27,0,,0,154,0,0,0,0
11847,3,28,5,1412,1415,1531,1544,AS,425,N793AS,79,89,65,-13,-3,SNA,OAK,371,5,9,0,,0,,,,,
11848,7,15,2,1616,1625,1735,1751,NW,1559,N675MC,79,86,58,-16,-9,SYR,DTW,374,6,15,0,,0,,,,,
11849,7,29,2,1946,1957,2041,2100,YV,7225,N651ML,55,63,40,-19,-11,ORF,IAD,157,6,9,0,,0,,,,,
11850,7,25,5,829,830,913,920,WN,3060,N630WN,44,50,30,-7,-1,AUS,HOU,148,5,9,0,,0,,,,,
11851,2,7,4,1829,1809,2100,2043,AS,670,N703AS,151,154,113,17,20,SEA,LAS,866,12,26,0,,0,7,0,0,0,10
11852,3,20,4,1610,1524,1722,1645,OO,6248,N726SK,192,201,168,37,46,TYS,DEN,1162,14,10,0,,0,37,0,0,0,0
11853,11,14,5,920,925,1023,1020,MQ,3016,N807MQ,63,55,40,3,-5,FAT,LAX,209,4,19,0,,0,,,,,
11854,4,8,2,1240,1244,1332,1323,YV,1951,N646BR,52,39,23,9,-4,HNL,LIH,102,6,23,0,,0,,,,,
11855,4,18,5,930,935,1030,1040,9E,5921,80419E,60,65,35,-10,-5,MEM,BNA,200,8,17,0,,0,,,,,
11856,7,30,3,2105,2103,2240,2246,YV,7192,N17156,95,103,74,-6,2,BOS,IAD,413,7,14,0,,0,,,,,
11857,11,10,1,1051,1058,1156,1222,UA,1548,N487UA,65,84,41,-26,-7,LAX,LAS,236,11,13,0,,0,,,,,
11858,4,26,6,1023,1025,1512,1455,F9,191,N803FR,169,150,132,17,-2,DEN,DAY,1084,6,31,0,,0,0,0,17,0,0
11859,7,1,2,1710,1705,1949,1935,WN,1680,N383SW,99,90,76,14,5,PHX,SLC,507,4,19,0,,0,,,,,
11860,8,20,3,,1522,,1619,XE,2963,,,57,,,,IAH,GRK,166,,,1,C,0,,,,,
11861,3,15,6,2030,2010,2309,2245,AA,1736,N5EHAA,159,155,139,24,20,SJU,MIA,1045,4,16,0,,0,0,0,4,0,20
11862,3,4,2,1616,1605,1921,1921,CO,45,N73299,185,196,159,0,11,EWR,MIA,1086,6,20,0,,0,,,,,
11863,12,14,7,26,2345,809,750,AA,272,N5EPAA,283,305,268,19,41,SFO,MIA,2585,3,12,0,,0,19,0,0,0,0
11864,4,27,7,2137,2140,2219,2229,OO,5857,N917SW,42,49,26,-10,-3,ORD,PIA,130,5,11,0,,0,,,,,
11865,11,21,5,633,641,718,730,HA,101,N486HA,45,49,34,-12,-8,ITO,HNL,216,5,6,0,,0,,,,,
11866,5,16,5,1917,1825,2106,2005,AA,353,N533AA,169,160,122,61,52,LGA,ORD,733,14,33,0,,0,0,8,9,0,44
11867,10,1,3,1008,1011,1119,1130,US,182,N908AW,71,79,49,-11,-3,PHX,SAN,304,3,19,0,,0,,,,,
11868,3,21,5,850,854,1207,1225,UA,894,N593UA,137,151,114,-18,-4,SFO,DEN,967,9,14,0,,0,,,,,
11869,3,22,6,840,843,933,955,9E,5820,89039E,53,72,32,-22,-3,DTW,CMH,155,4,17,0,,0,,,,,
11870,10,6,1,1455,1456,1537,1537,OO,5752,N291SW,42,41,24,0,-1,CLD,LAX,86,8,10,0,,0,,,,,
11871,12,29,1,1518,1515,1812,1813,F9,285,N930FR,114,118,96,-1,3,DEN,STL,770,8,10,0,,0,,,,,
11872,2,5,2,2129,2140,2246,2300,MQ,3144,N853AE,77,80,60,-14,-11,SJC,SAN,417,5,12,0,,0,,,,,
11873,7,18,5,1455,1500,1714,1727,US,111,N801AW,139,147,118,-13,-5,SEA,LAS,866,3,18,0,,0,,,,,
11874,8,19,2,2128,2130,2210,2214,XE,2869,N12996,42,44,29,-4,-2,IAH,CLL,74,5,8,0,,0,,,,,
11875,2,13,3,641,640,741,745,AA,407,N437AA,60,65,44,-4,1,ORD,STL,258,2,14,0,,0,,,,,
11876,2,16,6,1047,1040,1145,1152,UA,611,N311UA,118,132,104,-7,7,DCA,ORD,612,5,9,0,,0,,,,,
11877,4,11,5,1358,1350,1614,1614,XE,7825,N11184,136,144,116,0,8,PDX,LAX,834,12,8,0,,0,,,,,
11878,10,15,3,1512,1515,1700,1711,DL,1519,N905DL,48,56,30,-11,-3,HSV,ATL,151,8,10,0,,0,,,,,
11879,12,19,5,948,935,1052,1040,MQ,3620,N922MQ,64,65,46,12,13,LBB,DFW,282,6,12,0,,0,,,,,
11880,2,28,4,1900,1900,2015,2015,WN,1286,N273WN,75,75,58,0,0,LAX,SMF,373,7,10,0,,0,,,,,
11881,9,11,4,1643,1523,1753,1649,OO,6522,N908SW,70,86,55,64,80,PHX,LAX,370,7,8,0,,0,0,0,0,0,64
11882,2,1,5,1637,1625,1854,1845,WN,1162,N673AA,77,80,68,9,12,MSY,TPA,487,4,5,0,,0,,,,,
11883,11,14,5,906,850,1001,950,WN,3099,N360SW,55,60,45,11,16,DAL,SAT,248,3,7,0,,0,,,,,
11884,3,21,5,1950,1900,2109,2020,WN,2385,N409WN,79,80,67,49,50,SMF,SNA,404,5,7,0,,0,7,0,0,0,42
11885,1,3,4,1038,1030,1230,1230,WN,300,N753SW,232,240,217,0,8,MDW,LAS,1521,6,9,0,,0,,,,,
11886,6,18,3,1500,1500,1652,1640,OH,5171,N917CA,112,100,78,12,0,CVG,SYR,527,10,24,0,,0,,,,,
11887,9,18,4,1230,1233,1247,1250,9E,2049,91479E,77,77,55,-3,-3,ATL,MEM,332,7,15,0,,0,,,,,
11888,1,12,6,1105,945,1233,1122,UA,247,N780UA,148,157,117,71,80,ORD,DEN,888,3,28,0,,0,71,0,0,0,0
11889,6,3,2,1632,1638,1804,1810,XE,2560,N14930,92,92,68,-6,-6,MAF,IAH,429,10,14,0,,0,,,,,
11890,2,14,4,1822,1825,2025,2028,AS,333,N564AS,123,123,104,-3,-3,SFO,SEA,679,7,12,0,,0,,,,,
11891,3,4,2,1309,1315,1408,1422,OO,5774,N218SW,59,67,45,-14,-6,PSP,LAS,173,7,7,0,,0,,,,,
11892,3,10,1,1915,1910,2010,2005,WN,334,N782SA,55,55,40,5,5,DAL,TUL,237,3,12,0,,0,,,,,
11893,1,1,2,1408,1340,1535,1512,US,1584,N111US,87,92,71,23,28,SLC,PHX,507,4,12,0,,0,0,0,5,0,18
11894,1,4,5,1115,1055,1439,1415,XE,2258,N14993,144,140,117,24,20,IAH,CHS,925,4,23,0,,0,0,0,4,0,20
11895,7,5,6,1635,1635,1718,1715,YV,1917,N77278,43,40,28,3,0,KOA,HNL,163,4,11,0,,0,,,,,
11896,10,28,2,1953,1955,2346,2325,AA,1488,N472AA,173,150,142,21,-2,DFW,DTW,987,20,11,0,,0,0,0,21,0,0
11897,6,21,6,1902,1850,2125,2125,WN,1325,N762SW,143,155,132,0,12,MCO,BUF,1011,4,7,0,,0,,,,,
11898,7,26,6,1527,1532,1820,1826,NW,1107,N359NW,173,174,155,-6,-5,RSW,DTW,1085,8,10,0,,0,,,,,
11899,7,18,5,1105,1050,1141,1112,EV,4825,N355CA,96,82,56,29,15,ATL,MEM,332,5,35,0,,0,15,0,14,0,0
11900,8,7,4,2112,2035,2316,2235,AA,899,N441AA,184,180,166,41,37,DCA,DFW,1192,6,12,0,,0,4,0,4,0,33
11901,11,3,1,1543,1536,2117,2049,UA,932,N654UA,214,193,183,28,7,DEN,IAD,1452,11,20,0,,0,7,0,21,0,0
11902,3,10,1,1339,1337,1404,1416,US,551,N672AW,85,99,68,-12,2,SLC,PHX,507,5,12,0,,0,,,,,
11903,6,24,2,1130,1120,1308,1316,US,1987,N457UW,98,116,75,-8,10,CLT,EWR,529,7,16,0,,0,,,,,
11904,12,12,5,1046,1015,1207,1137,XE,2755,N13965,81,82,60,30,31,MHT,EWR,209,9,12,0,,0,0,2,0,0,28
11905,4,10,4,1649,1650,1727,1727,HA,239,N479HA,38,37,21,0,-1,HNL,LIH,102,5,12,0,,0,,,,,
11906,8,19,2,1754,1755,2102,2126,B6,95,N656JB,368,391,332,-24,-1,JFK,OAK,2576,5,31,0,,0,,,,,
11907,1,21,1,1815,1745,2033,2000,OH,5138,N430CA,138,135,108,33,30,CHS,LGA,641,18,12,0,,0,30,0,3,0,0
11908,6,1,7,928,929,1029,1050,DL,1947,N909DE,61,81,42,-21,-1,LGA,DCA,214,3,16,0,,0,,,,,
11909,4,3,4,935,940,1404,1422,US,393,N815AW,149,162,119,-18,-5,LAS,DFW,1055,17,13,0,,0,,,,,
11910,9,13,6,1943,1945,2200,2217,OH,6578,N420CA,137,152,111,-17,-2,ATL,JFK,760,10,16,0,,0,,,,,
11911,1,4,5,1736,1720,112,34,NW,326,N336NB,276,254,232,38,16,LAX,DTW,1979,13,31,0,,0,2,0,22,0,14
11912,4,15,2,1657,1603,2349,2259,US,530,N831AW,232,236,206,50,54,PHX,CLE,1737,5,21,0,,0,44,0,0,0,6
11913,6,23,1,1231,1215,1336,1315,WN,372,N644SW,125,120,98,21,16,ABQ,LAX,677,20,7,0,,0,2,0,5,0,14
11914,3,16,7,1412,1415,1618,1609,DL,1760,N911DA,186,174,171,9,-3,MSP,SLC,991,4,11,0,,0,,,,,
11915,5,21,3,1046,1040,1250,1256,NW,1078,N9338,124,136,111,-6,6,IND,TPA,838,2,11,0,,0,,,,,
11916,6,10,2,623,625,911,926,NW,1234,N324US,108,121,93,-15,-2,COS,MSP,725,3,12,0,,0,,,,,
11917,5,16,5,950,950,1223,1155,AA,451,N5CSAA,213,185,184,28,0,MIA,DFW,1121,9,20,0,,0,0,0,28,0,0
11918,7,20,7,2121,2125,2237,2248,OO,4114,N439SW,76,83,53,-11,-4,SLC,BTM,357,4,19,0,,0,,,,,
11919,5,6,2,1035,1035,1309,1340,WN,3830,N284WN,154,185,140,-31,0,BDL,TPA,1111,6,8,0,,0,,,,,
11920,11,17,1,1255,1255,1656,1713,CO,276,N12225,181,198,165,-17,0,IAH,PHL,1324,6,10,0,,0,,,,,
11921,1,28,1,829,830,1301,1155,CO,1402,N17229,452,385,369,66,-1,EWR,LAX,2454,14,69,0,,0,0,0,66,0,0
11922,8,22,5,2232,2230,728,734,US,47,N901AW,356,364,338,-6,2,LIH,PHX,2979,5,13,0,,0,,,,,
11923,2,27,3,900,825,1058,1000,OH,5139,N918CA,118,95,62,58,35,LGA,RIC,292,12,44,0,,0,35,0,23,0,0
11924,10,19,7,830,830,927,925,WN,10,N342SW,57,55,44,2,0,HOU,DAL,239,3,10,0,,0,,,,,
11925,7,6,7,1342,1150,1755,1550,XE,2916,N13133,193,180,174,125,112,OMA,EWR,1133,7,12,0,,0,0,0,125,0,0
11926,2,8,5,757,805,855,900,AA,1109,N421AA,58,55,34,-5,-8,DFW,AUS,190,6,18,0,,0,,,,,
11927,1,28,1,1637,1643,1830,1825,MQ,3324,N232AE,113,102,79,5,-6,MLU,DFW,293,25,9,0,,0,,,,,
11928,9,3,3,1912,1916,2003,2015,NW,1119,N783NC,51,59,32,-12,-4,DTW,CMH,155,2,17,0,,0,,,,,
11929,10,3,5,627,630,829,856,XE,1240,N13914,122,146,99,-27,-3,ATL,EWR,745,6,17,0,,0,,,,,
11930,3,15,6,1207,1145,1436,1425,WN,2237,N395SW,89,100,74,11,22,SAN,ELP,636,3,12,0,,0,,,,,
11931,3,21,5,2005,1845,2223,2129,US,1245,N941UW,138,164,128,54,80,PHL,TPA,920,2,8,0,,0,3,0,0,0,51
11932,7,2,3,1410,1355,1455,1443,F9,857,N913FR,105,108,87,12,15,DEN,PHX,602,5,13,0,,0,,,,,
11933,10,24,5,1726,1730,2022,2045,CO,787,N16732,356,375,319,-23,-4,EWR,SNA,2433,7,30,0,,0,,,,,
11934,8,28,4,1228,1230,1348,1337,NW,1221,N335NW,200,187,162,11,-2,DTW,DEN,1123,16,22,0,,0,,,,,
11935,1,23,3,1654,1705,1718,1734,OO,3994,N427SW,84,89,66,-16,-11,SLC,RNO,422,4,14,0,,0,,,,,
11936,5,9,5,1438,1445,1738,1755,DL,62,N914DL,120,130,96,-17,-7,DFW,ATL,732,8,16,0,,0,,,,,
11937,7,13,7,643,645,834,840,MQ,3830,N819AE,111,115,92,-6,-2,PNS,DFW,604,5,14,0,,0,,,,,
11938,7,22,2,1753,1755,2132,2135,MQ,3377,N854AE,159,160,131,-3,-2,DFW,FNT,1003,14,14,0,,0,,,,,
11939,8,5,2,1327,1328,1504,1505,OO,4128,N423SW,97,97,77,-1,-1,FCA,SLC,532,5,15,0,,0,,,,,
11940,11,5,3,1920,1900,2221,2146,AS,109,N577AS,241,226,208,35,20,SEA,ANC,1449,6,27,0,,0,20,0,15,0,0
11941,2,17,7,1419,1300,1642,1530,AA,2325,N499AA,143,150,126,72,79,ORD,DFW,802,5,12,0,,0,0,69,0,0,3
11942,12,22,1,1224,1225,1426,1430,MQ,3888,N932MQ,122,125,101,-4,-1,PNS,DFW,604,10,11,0,,0,,,,,
11943,2,8,5,1724,1705,1835,1820,MQ,4549,N724AE,71,75,58,15,19,SDF,RDU,416,4,9,0,,0,0,0,0,0,15
11944,2,7,4,1553,1533,1725,1715,DL,1056,N653DL,92,102,77,10,20,ATL,RSW,515,3,12,0,,0,,,,,
11945,8,16,6,912,920,1310,1335,AA,1694,N454AA,118,135,100,-25,-8,TUS,DFW,813,9,9,0,,0,,,,,
11946,3,12,3,736,735,856,855,WN,1081,N242WN,80,80,69,1,1,BHM,STL,410,3,8,0,,0,,,,,
11947,11,2,7,1322,1325,1615,1623,NW,1157,N316NB,173,178,137,-8,-3,MSP,IAH,1034,10,26,0,,0,,,,,
11948,1,7,1,1907,1910,2055,2040,WN,59,N523SW,108,90,91,15,-3,MCI,DAL,461,3,14,0,,0,0,0,15,0,0
11949,1,9,3,1242,1240,1553,1602,DL,1618,N948DL,191,202,169,-9,2,FLL,BOS,1237,5,17,0,,0,,,,,
11950,8,19,2,1738,1745,1730,1738,9E,2001,91539E,52,53,29,-8,-7,ATL,BHM,134,1,22,0,,0,,,,,
11951,10,2,4,708,705,1526,1531,CO,349,N18220,318,326,303,-5,3,SFO,EWR,2565,6,9,0,,0,,,,,
11952,11,30,7,1436,1435,1637,1635,CO,1672,N35271,181,180,150,2,1,IAH,PHX,1009,10,21,0,,0,,,,,
11953,1,30,3,621,625,818,827,XE,2788,N25504,117,122,87,-9,-4,CVG,EWR,569,10,20,0,,0,,,,,
11954,3,18,2,955,1000,1249,1306,OO,6673,N945SW,114,126,97,-17,-5,DEN,RFD,829,3,14,0,,0,,,,,
11955,5,9,5,1307,1230,1453,1410,AA,1174,N455AA,106,100,78,43,37,DFW,HSV,603,9,19,0,,0,3,0,6,0,34
11956,7,14,1,2105,2105,2346,2350,WN,1509,N769SW,161,165,149,-4,0,PVD,MCO,1073,3,9,0,,0,,,,,
11957,2,3,7,2127,2100,2225,2205,MQ,3559,N504AE,58,65,40,20,27,DFW,XNA,281,5,13,0,,0,20,0,0,0,0
11958,7,6,7,547,550,732,730,MQ,3396,N628AE,165,160,144,2,-3,GSO,DFW,999,11,10,0,,0,,,,,
11959,12,8,1,1641,1635,1740,1745,WN,3016,N273WN,59,70,44,-5,6,LAS,SAN,258,3,12,0,,0,,,,,
11960,2,12,2,937,945,1238,1247,US,1005,N710UW,121,122,83,-9,-8,ORD,PHL,678,11,27,0,,0,,,,,
11961,12,27,6,2307,2135,26,2307,F9,221,N902FR,139,152,126,79,92,DEN,SMF,910,4,9,0,,0,3,0,63,0,13
11962,1,8,2,2153,2140,2312,2258,F9,308,N949FR,139,138,120,14,13,DEN,GEG,836,9,10,0,,0,,,,,
11963,12,12,5,1711,1705,2017,2024,UA,538,N806UA,126,139,109,-7,6,ORD,BOS,867,4,13,0,,0,,,,,
11964,11,17,1,1800,1805,1955,2020,WN,1519,N311SW,115,135,103,-25,-5,SJC,SEA,697,5,7,0,,0,,,,,
11965,6,5,4,1422,1420,1627,1625,WN,2808,N772SW,65,65,48,2,2,MDW,DTW,229,5,12,0,,0,,,,,
11966,7,24,4,1653,1440,1910,1647,XE,2489,N34111,197,187,169,143,133,RIC,IAH,1157,8,20,0,,0,0,0,21,0,122
11967,11,11,2,1615,1625,1910,1920,OO,4805,N802SK,115,115,93,-10,-10,SEA,SLC,689,7,15,0,,0,,,,,
11968,3,19,3,2013,1945,2109,2040,MQ,3873,N519AE,56,55,32,29,28,DFW,SHV,190,9,15,0,,0,0,0,1,0,28
11969,5,8,4,1711,1640,1929,1843,EV,4780,N974EV,78,63,46,46,31,GTR,ATL,241,20,12,0,,0,3,0,15,0,28
11970,6,18,3,1429,1329,1650,1553,UA,779,N582UA,261,264,243,57,60,BOS,DEN,1754,8,10,0,,0,50,0,0,0,7
11971,2,11,1,2103,2113,2141,2153,HA,397,N475HA,38,40,28,-12,-10,KOA,HNL,163,4,6,0,,0,,,,,
11972,5,30,5,945,925,1050,1042,XE,2457,N21130,65,77,53,8,20,DCA,CLE,310,5,7,0,,0,,,,,
11973,2,13,3,1405,1410,1501,1508,MQ,3261,N211NE,56,58,34,-7,-5,DFW,SPS,113,6,16,0,,0,,,,,
11974,5,6,2,1426,1440,1749,1832,B6,1402,N284JB,143,172,130,-43,-14,AUS,FLL,1105,3,10,0,,0,,,,,
11975,8,29,5,1049,1045,1519,1515,AA,720,N476AA,210,210,194,4,4,DFW,LGA,1389,6,10,0,,0,,,,,
11976,5,23,5,1327,1320,1615,1625,AA,2456,N586AA,108,125,86,-10,7,ORD,PHL,678,6,16,0,,0,,,,,
11977,6,7,6,1232,1241,1540,1555,EV,4248,N836AS,128,134,108,-15,-9,LAW,ATL,804,8,12,0,,0,,,,,
11978,8,16,6,2031,2035,2246,2251,UA,725,N853UA,135,136,108,-5,-4,ORD,DFW,802,4,23,0,,0,,,,,
11979,11,5,3,1628,1633,1801,1801,9E,2275,84929E,93,88,72,0,-5,PFN,MEM,417,9,12,0,,0,,,,,
11980,5,25,7,1610,1615,1615,1620,WN,3230,N653SW,65,65,54,-5,-5,ABQ,TUS,321,3,8,0,,0,,,,,
11981,9,28,7,1856,1900,1952,1955,WN,229,N742SW,56,55,40,-3,-4,MCI,STL,237,6,10,0,,0,,,,,
11982,2,13,3,1146,1214,1237,1301,AS,61,N765AS,51,47,41,-24,-28,YAK,CDV,213,2,8,0,,0,,,,,
11983,4,6,7,748,750,902,905,WN,1253,N779SW,74,75,66,-3,-2,LAX,SMF,373,3,5,0,,0,,,,,
11984,4,24,4,1223,1220,1434,1430,OO,6370,N986SW,131,130,106,4,3,ORD,OKC,693,6,19,0,,0,,,,,
11985,1,11,5,811,700,929,830,XE,50,N11199,78,90,66,59,71,ONT,RNO,394,4,8,0,,0,59,0,0,0,0
11986,9,8,1,840,845,1145,1149,YV,2903,N988HA,125,124,98,-4,-5,PHX,GJT,438,5,22,0,,0,,,,,
11987,1,3,4,704,710,1555,1530,DL,132,N3765,351,320,301,25,-6,LAX,JFK,2475,21,29,0,,0,0,0,25,0,0
11988,3,25,2,2007,2005,2121,2126,FL,106,N985AT,134,141,110,-5,2,ATL,DFW,732,5,19,0,,0,,,,,
11989,8,30,6,953,955,1136,1145,WN,2518,N656SW,103,110,93,-9,-2,SMF,PHX,647,3,7,0,,0,,,,,
11990,7,30,3,1755,1755,2107,2125,B6,173,N558JB,372,390,335,-18,0,JFK,SJC,2569,4,33,0,,0,,,,,
11991,2,6,3,2158,2137,46,12,AS,445,N556AS,168,155,147,34,21,ONT,SEA,956,4,17,0,,0,0,0,13,0,21
11992,3,9,7,843,825,939,930,WN,1380,N243WN,56,65,42,9,18,LAS,LAX,236,5,9,0,,0,,,,,
11993,6,19,4,902,900,1019,1005,WN,538,N462WN,77,65,44,14,2,PHX,LAS,256,4,29,0,,0,,,,,
11994,7,12,6,1424,1355,1652,1620,WN,3269,N724SW,268,265,256,32,29,MDW,OAK,1844,4,8,0,,0,29,0,3,0,0
11995,3,17,1,700,705,752,805,MQ,4122,N677AE,112,120,84,-13,-5,BUF,ORD,473,10,18,0,,0,,,,,
11996,4,11,5,1200,1200,1343,1350,WN,1840,N905WN,103,110,85,-7,0,JAX,BWI,663,4,14,0,,0,,,,,
11997,5,29,4,959,958,1138,1135,DL,1735,N919DE,99,97,82,3,1,RIC,ATL,481,8,9,0,,0,,,,,
11998,6,17,2,2136,2130,2327,2330,DL,1772,N959DL,111,120,86,-3,6,ATL,DTW,594,9,16,0,,0,,,,,
11999,8,17,7,1610,1612,1703,1711,AS,51,N768AS,53,59,40,-8,-2,ANC,FAI,261,3,10,0,,0,,,,,
12000,5,13,2,638,645,804,822,US,1583,N187US,86,97,69,-18,-7,PHL,CLT,448,5,12,0,,0,,,,,
12001,10,28,2,835,845,945,955,AA,1669,N3ASAA,190,190,162,-10,-10,DFW,SNA,1205,7,21,0,,0,,,,,
12002,11,25,2,1221,1220,1312,1325,WN,2092,N600WN,111,125,96,-13,1,PHX,OAK,646,4,11,0,,0,,,,,
12003,4,30,3,1724,1705,1843,1835,WN,619,N477WN,79,90,66,8,19,SFO,SAN,447,3,10,0,,0,,,,,
12004,9,17,3,1814,1730,2000,1935,WN,387,N302SW,166,185,149,25,44,MCO,MCI,1072,3,14,0,,0,0,10,0,0,15
12005,10,16,4,1341,1345,1437,1440,MQ,3416,N644MQ,56,55,30,-3,-4,CLL,DFW,164,19,7,0,,0,,,,,
12006,6,9,1,2201,2200,601,626,US,942,N183UW,300,326,281,-25,1,SFO,PHL,2521,4,15,0,,0,,,,,
12007,7,16,3,752,755,1100,1055,B6,19,N568JB,188,180,147,5,-3,JFK,FLL,1069,7,34,0,,0,,,,,
